title,author,price,avg_reviews
Violent Python: A Cookbook for Hackers Forensic Analysts Penetration Testers and Security Engineers,"[""TJ OConnor""]",46.56,4.5
Programming ArcGIS Pro with Python (2nd Edition),[Eric Pimpler],44,5
Foundations of Statistics for Data Scientists: With R and Python (Chapman & Hall/CRC Texts in Statistical Science),,98.36,5
Interactive Data Visualization with Python: Present your data as an effective and compelling story 2nd Edition,"[Abha Belorkar,Sharath Chandra Guntuku et al.]",44.99,4.3
PYTHON PROGRAMMING: 3 BOOKS IN 1: The Complete guide to Learn Everything you Need to Know about Python,[Clive Campbell],29.99,4.4
A Smarter Way to Learn Python: Learn it faster. Remember it longer.,[Mark Myers],19.95,4.6
Fundamentals of Python: First Programs,[Kenneth A. Lambert],69.07,4.4
IoT and Edge Computing for Architects: Implementing edge and IoT systems from sensors to clouds with communication systems analytics and security 2nd Edition,[Perry Lea],44.99,4.5
Digital Forensics and Incident Response: Incident response techniques and procedures to respond to modern cyber threats 2nd Edition,[Gerard Johansen],39.99,4.6
Learn JavaScript Quickly: A Complete Beginnerâ€™s Guide to Learning JavaScript Even If Youâ€™re New to Programming (Crash Course With Hands-On Project),[Code Quickly],16.89,4.5
Genetic Algorithms with Python,[Clinton Sheppard],19.97,4.4
Python 3 Standard Library Example The (Developers Library),,51.29,4.5
Python in 24 Hours Sams Teach Yourself,,30.46,4.2
Introduction to Computation and Programming Using Python third edition: With Application to Computational Modeling and Understanding Data,[John V. Guttag],52.25,4.6
Python: All That Jumping,[John Yoon Ph.D.],37.95,
Learn Python Quickly: A Complete Beginnerâ€™s Guide to Learning Python Even If Youâ€™re New to Programming (Crash Course With Hands-On Project),,17.27,4.4
Mastering GUI Programming with Python: Develop impressive cross-platform GUI applications with PyQt,[Alan D. Moore],39.99,4.3
Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,"[Bradley N. Miller,David L. Ranum]",42.75,4.6
Clean Code in Python: Develop maintainable and efficient code 2nd Edition,[Mariano Anaya],44.64,4.6
Continuous Delivery with Docker and Jenkins: Create secure applications building complete CI/CD pipelines 2nd Edition,[Rafal Leszko],46.99,4.4
Python for SAS Users: A SAS-Oriented Introduction to Python,"[Randy Betancourt,Sarah Chen]",37.99,4.4
Fundamentals of Python: Data Structures (MindTap Course List),[Kenneth Lambert],71.99,4.2
Microsoft Power BI Cookbook: Gain expertise in Power BI with over 90 hands-on recipes tips and use cases 2nd Edition,"[Greg Deckler,Brett Powell]",49.39,4.7
Dive Into Algorithms: A Pythonic Adventure for the Intrepid Beginner,[Bradford Tuckfield],24.99,4.5
Learn to Code Solving Problems: A Python Programming Primer,[Daniel Zingaro],23.06,4.7
Hands-On Data Preprocessing in Python: Learn how to effectively prepare data for successful data analytics,[Roy Jafari],49.99,5
Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4 MQTT RESTful APIs WebSockets and Python 3,[Gary Smart],39.99,4.4
Hands-On Explainable AI (XAI) with Python: Interpret visualize explain and integrate reliable AI for fair secure and trustworthy AI apps,[Denis Rothman],49.99,3.8
Python for Data Analysis: A Beginners Guide to Master the Fundamentals of Data Science and Data Analysis Using Pandas Numpy and Ipython (Programming Languages for Beginners),,17.97,4.3
Python Interview Questions: Brush up for your next Python interview with 240+ solutions on most common challenging interview questions (English Edition),[Swati Saxena],29.95,3.1
Python: 2 Manuscripts in 1 book: -Python For Beginners -Python 3 Guide,[Timothy C. Needham],24.95,4.1
Practical Discrete Mathematics: Discover math principles that fuel algorithms for computer science and machine learning with Python,,56.69,4.3
Python Automation Cookbook: 75 Python automation ideas for web scraping data wrangling and processing Excel reports emails and more 2nd Edition,[Jaime Buelta],39.99,4.4
DATA STRUCTURE AND ALGORITHMS: BUILD IN PYTHON,"[Dr. RACHANA KAMBLE,AYUSHI GODIYA et al.]",8.66,
Python One-Liners: Write Concise Eloquent Python Like a Professional,[Christian Mayer],35.81,4.8
Expert Python Programming: Master Python learning the best coding practices and advanced programming concepts 4th Edition,"[Michal Jaworski,Tarek Ziade]",39.94,4.5
Simulation with Python: Develop Simulation and Modeling in Natural Sciences Engineering and Social Sciences,"[Rongpeng Li,Aiichiro Nakano]",39.99,
Web Development with Django: Learn to build modern web applications with a Python-based framework,"[Ben Shaw,Saurabh Badhwar et al.]",41.99,4.5
Python for Algorithmic Trading: From Idea to Cloud Deployment,[Yves Hilpisch],44.49,4.3
Clean Code: A Handbook of Agile Software Craftsmanship,,47.49,4.7
Serious Python: Black-Belt Advice on Deployment Scalability Testing and More,[Julien Danjou],29.24,4.7
Python Natural Language Processing Cookbook: Over 50 recipes to understand analyze and generate text for implementing language processing tasks,[Zhenya AntiÄ‡],37.99,4.2
Python Crash Course 3rd Edition,[Eric Matthes],40.49,
The Recursive Book of Recursion: Ace the Coding Interview with Python and JavaScript,[Al Sweigart],36.94,5
Bayesian Analysis with Python: Introduction to statistical modeling and probabilistic programming using PyMC3 and ArviZ 2nd Edition,[Osvaldo Martin],44.99,4.1
Python: For Beginners: A Crash Course Guide To Learn Python in 1 Week,[Timothy C. Needham],17.97,4.3
Murachs Python Programming (2nd Edition),"[Joel Murach,Michael Urban]",56.53,4.6
Mastering Reinforcement Learning with Python: Build next-generation self-learning models using reinforcement learning techniques and best practices,[Enes Bilgin],46.99,4.4
Introduction to Radar With Python and Matlab,[Lee Andrew Harrison],154.23,4.1
Python Pocket Reference: Python In Your Pocket (Pocket Reference (OReilly)),,13.79,4.5
Python for DevOps: Learn Ruthlessly Effective Automation,"[Noah Gift,Kennedy Behrman et al.]",35.99,4.5
The Python Bible 7 in 1: Volumes One To Seven (Beginner Intermediate Data Science Machine Learning Finance Neural Networks Computer Vision),[Florian Dedov],37.99,4.5
Mastering Python Networking: Your one-stop solution to using Python for network automation programmability and DevOps 3rd Edition,"[Eric Chou,Michael Kennedy et al.]",55.09,4.6
Automate the Boring Stuff with Python 2nd Edition: Practical Programming for Total Beginners,[Al Sweigart],26.49,4.7
Introducing Python: Modern Computing in Simple Packages,[Bill Lubanovic],24.49,4.7
Statistics for People Who (Think They) Hate Statistics,,31.99,4.5
Statistics For Dummies (For Dummies (Lifestyle)),,11.99,4.3
Statistics for Absolute Beginners (Second Edition) (Data Science Python & Statistics for Beginners),[Oliver Theobald],14.88,4.4
Introduction to Probability Statistics and Random Processes,[Hossein Pishro-Nik],36.58,4.6
Princeton Review AP Statistics Prep 2022: 4 Practice Tests + Complete Content Review + Strategies & Techniques (2022) (College Test Preparation),[The Princeton Review],18.99,4.6
5 Steps to a 5: AP Statistics 2023,"[Jared Derksen,DeAnna Krause McDonald]",18,
The Foundations of Statistics,[Leonard J. Savage],11.89,4.5
Princeton Review AP Statistics Prep 2023: 5 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),[The Princeton Review],18.99,4.6
Mathematical Statistics with Applications,"[Dennis Wackerly,William Mendenhall et al.]",95.66,4.2
Statistics in Plain English,[Timothy C. Urdan],39.16,4.7
Statistics Workbook For Dummies with Online Practice,[Deborah J. Rumsey],18.99,4.3
UPDATED Version of The Practice of Statistics,"[Daren S. Starnes,Josh Tabor]",179.95,4.4
Data Mining for Business Analytics: Concepts Techniques and Applications in R,"[Galit Shmueli,Peter C. Bruce et al.]",105.45,4.4
Probability and Statistics for Economists,[Bruce Hansen],60,
Painless Statistics (Barrons Painless),[Patrick Honner],14.99,5
Discovering Statistics Using IBM SPSS Statistics: North American Edition,[Andy Field],64.7,4.4
AP Statistics Flashcards Fourth Edition: Up-to-Date Practice + Sorting Ring for Custom Study (Barrons Test Prep),[Martin Sternstein Ph.D.],29.99,
Outline of Basic Statistics: Dictionary and Formulas (Dover Books on Mathematics),"[John E. Freund,Frank J. Williams]",11.95,4.2
Essentials of Statistics,[Mario Triola],170.15,4.5
Statistics for People Who (Think They) Hate Statistics: Using Microsoft Excel,"[Neil J. Salkind,Bruce B. Frey]",84.85,4.4
Statistics for the Behavioral Sciences - Standalone Book,"[Frederick J Gravetter,Larry B. Wallnau]",94.46,4.5
Statistics for Business and Economics,"[James McClave,P. George Benson et al.]",223.99,4.3
The Little SASÂ® Book: A Primer Sixth Edition,"[Lora D. Delwiche,Susan J. Slaughter]",54.1,4.6
Applied Statistics II: Multivariable and Multivariate Techniques,[Rebecca M. Warner],95.92,4.3
A Gentle Introduction to Stata,[Alan C. Acock],69.56,4.6
Clinical Biostatistics and Epidemiology Made Ridiculously Simple: An Incredibly Easy Way to Learn for Medical Nursing PA Students And Other Healthcare Professionals (MedMaster Medical Books),"[Ann Weaver Ph.D.,Stephen Goldberg M.D.]",21.8,4.5
CRC Standard Probability and Statistics Tables and Formulae,"[Daniel Zwillinger,Stephen Kokoska]",188.73,4.9
Fundamentals of Programming in SAS: A Case Studies Approach,"[James Blum,Jonathan Duggins]",109.95,4.4
Statistics Done Wrong: The Woefully Complete Guide,[Alex Reinhart],19.99,4.5
Learning SAS Example: A Programmers Guide Second Edition,[Ron Cody],81.53,4.6
Statistics II For Dummies,[Deborah J. Rumsey],16.66,4.4
Stats: Modeling the World,"[David Bock,Paul Velleman et al.]",197.32,4.1
First Course in Probability A,[Sheldon Ross],215.32,4.2
ISE STATISTICS FOR ENGINEERS AND SCIENTISTS (ISE HED IRWIN INDUSTRIAL ENGINEERING),[William Navidi Prof.],37.17,4.2
Introduction to Probability (Cambridge Mathematical Textbooks),,70.99,4.3
Causal Inference: The Mixtape,[Scott Cunningham],31.99,4.6
Introduction to Mathematical Statistics and Its Applications An,"[Richard Larsen,Morris Marx]",159.99,4.4
APÂ® Statistics Crash Course Book + Online: Get a Higher Score in Less Time (Advanced Placement (AP) Crash Course),,14.16,4.8
Introduction to the Practice of Statistics,"[David S. Moore,George P. McCabe et al.]",240.34,3.6
Data Mining for Business Analytics: Concepts Techniques and Applications with XLMiner,"[Peter C. Bruce,Galit Shmueli et al.]",110.83,4
Study Guide to Accompany Salkind and Freyâ€²s Statistics for People Who (Think They) Hate Statistics,,30,4.3
Elementary Statistics: A Step Step Approach,[Allan Bluman],129,4.5
Practice Makes Perfect Statistics (Practice Makes Perfect (McGraw-Hill)),,14.06,4.6
Mathletics: How Gamblers Managers and Fans Use Mathematics in Sports Second Edition,"[Wayne L. Winston,Scott Nestler et al.]",18.99,4.8
Schaums Outline of Statistics Sixth Edition (Schaums Outlines),,25.48,4.2
Biostatistics for the Biological and Health Sciences,"[Marc Triola,Mario Triola et al.]",179.14,4.5
An Introduction to Formal Languages and Automata,[Peter Linz],62.85,4.4
Doing Quantitative Research in the Social Sciences: An Integrated Approach to Research Design Measurement and Statistics,[Thomas R. Black],55.54,4.4
Basic Business Statistics: Concepts and Applications (Whats New in Business Statistics),,100.99,4.4
Essentials of Statistics for the Behavioral Sciences (MindTap Course List),"[Frederick J Gravetter,Larry B. Wallnau et al.]",85.79,4.4
Statistics for Business and Economics Global Edition,"[Paul Newbold,William Carlson et al.]",74.96,4.6
Statistics Translated: A Step--Step Guide to Analyzing and Interpreting Data,[Steven R. Terrell],55,4.8
Statistics for the Behavioral Sciences,[Gregory J. Privitera],138.99,4.4
Modern Mathematical Statistics with Applications (Springer Texts in Statistics),"[Jay L. Devore,Kenneth N. Berk et al.]",121.11,4
Practical Statistics For Educators,[Ruth Ravid],50,4.6
Statistics Made Simple for School Leaders: A New Approach for Using Student Staff and Community Data 3rd Edition,"[Susan Rovezzi Carroll,David J. Carroll]",35,5
Using SPSS for Windows and Macintosh (7th Edition),"[Samuel B. Green,Neil J. Salkind]",279.95,4.4
An Adventure in Statistics: The Reality Enigma,[Andy Field],52,4.7
How to Work With Probability and Statistics Grades 6-8 (Math How To...),[Robert W. Smith],8.99,3.2
Essential Statistics for the Behavioral Sciences,[Gregory J. Privitera],100,4.4
Asymptotic Statistics (Cambridge Series in Statistical and Probabilistic Mathematics Series Number 3),,67.99,4.6
Loose Leaf for Business Statistics in Practice,"[Bruce Bowerman,Anne M. Drougas et al.]",103.48,4.5
Survey Methodology,"[Robert M. Groves,Floyd J. Fowler Jr. et al.]",52.99,4.3
Statistics for Healthcare Professionals: An Introduction,"[Ian Scott,Deborah Mazhindu]",35.2,4.4
Essentials of Social Statistics for a Diverse Society,"[Anna Y. Leon-Guerrero,Chava Frankfort-Nachmias et al.]",104.5,4.5
Natural Language Processing in Action: Understanding analyzing and generating text with Python,"[Hobson Lane,Hannes Hapke et al.]",40.49,4.3
Stats: Data and Models,"[David Bock,Paul Velleman et al.]",189.99,4.3
The Statistical Sleuth: A Course in Methods of Data Analysis,"[Fred Ramsey,Daniel Schafer]",75.31,4
Intro Stats,"[Richard De Veaux,Paul Velleman et al.]",181.35,4.1
The Humongous Book of Statistics Problems (Humongous Books),"[W. Michael Kelley,Robert A. Donnelly]",17.69,4.4
The Practice of Statistics,"[Daren S. Starnes,Dan Yates et al.]",99.99,4.6
Introductory Statistics: Exploring the World Through Data,"[Robert Gould,Colleen Ryan]",197.32,4.4
Statistics for Nursing: A Practical Approach: A Practical Approach,[Elizabeth Heavey],75.24,4.4
Barrons AP Statistics 9th Edition,[Martin Sternstein Ph.D.],37.68,4.6
Making Sense of Medical Statistics,[Munier Hossain],25.99,4.5
Statistics and Data Visualization Using R: The Art and Practice of Data Analysis,[David S. Brown],114.6,3
Research Methods Statistics and Applications,"[Kathrynn A. Adams,Eva K. Lawrence]",95.08,4.5
Statistics: Informed Decisions Using Data (5th Edition)-Stand alone,[Michael Sullivan III],143.71,4.3
A Guide to R for Social and Behavioral Science Statistics,"[Brian Joseph Gillespie,Kathleen Charli Hibbert et al.]",45,4.6
Statistics for the Life Sciences,"[Myra Samuels,Jeffrey Witmer et al.]",191.99,4.3
Second Course in Statistics A: Regression Analysis,"[William Mendenhall,Terry Sincich]",170.66,4.6
Statistics: Unlocking the Power of Data,"[Patti Frazer Lock,Kari Lock Morgan et al.]",118.7,3.7
Essential Calculus Skills Practice Workbook with Full Solutions,[Chris McMullen],9.99,4.6
Mark Twain - Statistics & Probability Grades 5 - 12,[Myrl Shireman],11.99,4.3
Probability & Statistics for Engineers & Scientists,"[Ronald Walpole,Raymond Myers et al.]",191.99,4.3
Statistics and Probability with Applications (High School),"[Daren S. Starnes,Josh Tabor et al.]",158.99,3
Understandable Statistics: Concepts and Methods,"[Charles Henry Brase,Corrinne Pellillo Brase]",82.63,4.5
Learn Calculus Quickly: The Complete Guide To Easily Master Calculus in 100 Solved Equations!,[Math Wizo],9.99,4.3
Statistics,"[James McClave,Terry Sincich]",253.32,4.3
Statistics Companion Workbook,[Adam H Littig],50,4.2
John E. Freunds Mathematical Statistics with Applications (Classic Version) (Pearson Modern Classics for Advanced Statistics Series),"[Irwin Miller,Marylees Miller]",106.65,4
Statistics for Business: Decision Making and Analysis,"[Robert Stine,Dean Foster]",223.98,4.5
Statistics in a Nutshell: A Desktop Quick Reference,,25.99,4.7
Introductory Statistics with Randomization and Simulation,"[David M Diez,Christopher D Barr et al.]",10,4.4
Essentials of Precalculus with Calculus Previews (Jones & Bartlett Learning Series in Mathematics),"[Dennis G. Zill,Jacqueline M. Dewar]",94.95,4.4
Real Stats: Using Econometrics for Political Science and Public Policy,[Michael A. Bailey],111.59,4.8
Nonlinear Contingency Analysis,"[T. V. Joe Layng,Paul Thomas Andronis et al.]",31.96,4.9
Ultimate AP Statistics Practice Book: 100 Essential Problems Completely Explained on YouTube,[Kendall Roberg],14.7,4.6
Schaums Outline of Probability and Statistics 4th Edition: 897 Solved Problems + 20 Videos (Schaums Outlines),"[John Schiller,R. Alu Srinivasan et al.]",22.8,4.4
Tutor in a Books Statistics: Volume 2,[Dr. James R. Ph.D.],36,
Problems And Solutions On Thermodynamics And Statistical Mechanics (second Edition) (Major American Universities Ph.d. Qualifying Questions And Solutions - Physics),"[Swee Cheng Lim,Choy Heng Lai et al.]",118,
SPSS Statistics For Dummies,"[Jesus Salcedo,Keith McCormick]",22.99,4.4
Statistics Made Simple for School Leaders: Data-Driven Decision Making (Scarecrow Education Book),[David J. Carroll],42,4.1
Elementary Statistics,[Mario Triola],171.47,4.4
Probability and Statistical Inference,"[Robert Hogg,Elliot Tanis et al.]",181.32,4.9
Statistical Methods for the Social Sciences,[Alan Agresti],186.66,4.3
Causal Inference in Statistics - A Primer,"[Judea Pearl,Madelyn Glymour et al.]",33.24,4.5
5 Steps to a 5: AP Statistics 2022,"[Jared Derksen,DeAnna Krause McDonald]",18,4.7
R for Data Science: Import Tidy Transform Visualize and Model Data,"[Garrett Grolemund,Hadley Wickham]",44.99,4.7
Even You Can Learn Statistics and Analytics: An Easy to Understand Guide (Pearson Business Analytics Series),"[David M Levine,David F Stephan]",33.94,5
Introduction to Probability and Statistics for Engineers and Scientists,[Sheldon M. Ross],112.47,3.3
5 Steps to a 5: AP Statistics 2023 Elite Student Edition,"[Jared Derksen,DeAnna Krause McDonald]",28,
The Book of R: A First Course in Programming and Statistics,[Tilman M. Davies],28.33,4.6
Basic Business Statistics: A Casebook (Textbooks in Matheamtical Sciences),"[Dean P. Foster,Robert A. Stine et al.]",59.23,4.3
Elementary Statistics: Picturing the World,"[Ron Larson,Betsy Farber]",129.99,4.5
Making Sense of Statistics: A Conceptual Overview,"[Fred Pyrczak,Deborah M. Oh]",47.76,4.6
Psychology Statistics For Dummies,"[Donncha Hanna,Martin Dempster]",15.55,4.5
